statefips,age,hrslastwk,unempwks,wagehr,earnwk,ownchild,educ,gender,metro,race,hispanic,marstatus,lfstatus,ottipcomm,hourly,unionstatus
OR,46,40,NA,31.82,1153.84,0,11,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Union
NH,47,32,NA,NA,1442,0,12,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Union
WI,58,35,NA,NA,1000,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
SD,40,40,NA,19.25,770,1,14,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AZ,40,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MS,42,40,NA,NA,3075.28,2,14,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AR,59,40,NA,NA,1250,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NC,37,37,NA,15,600,2,5.5,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
FL,46,40,NA,NA,923.07,0,14,Male,Metro,Black,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
OK,57,NA,NA,NA,NA,0,15,Male,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
NJ,55,48,NA,NA,1057.69,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
OH,46,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,34,40,NA,11,440,1,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
WI,47,21,NA,14.25,305.55,3,13,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
IA,33,36,NA,NA,923.07,4,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,47,NA,NA,NA,NA,0,12,Female,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
MS,53,NA,NA,NA,NA,2,14,Male,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,41,40,NA,17.5,711,2,14,Female,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
CA,34,40,NA,15,750,1,5.5,Male,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
MD,47,40,NA,29,1160,3,12,Female,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
NV,58,24,NA,NA,20,1,12,Female,Metro,Other,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
OH,40,1,NA,NA,1730.76,0,12,Female,Metro,White,Hispanic,Divorced,Employed,No,Non-hourly,Non-union
TX,53,40,NA,NA,4017.08,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MA,31,35,NA,NA,1057.69,0,18,Female,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
FL,44,NA,NA,NA,NA,2,14,Male,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
AR,49,NA,NA,NA,NA,2,15,Male,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TN,42,40,NA,33,1320,1,14,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
KS,42,98,NA,NA,692.3,2,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
LA,49,NA,NA,NA,NA,1,12,Male,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,37,40,NA,14.9,596,0,11,Male,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
CA,56,33,NA,12.45,410.85,0,12,Female,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
AR,33,8,NA,15,120,2,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AL,41,40,NA,NA,1653.84,0,18,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Union
CA,57,40,NA,18,720,0,14,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
FL,35,25,NA,8,384.61,2,12,Female,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
NY,39,40,NA,12,480,0,11,Male,Metro,Black,Hispanic,Never married,Employed,No,Hourly,Non-union
NY,51,40,NA,NA,1250,0,13,Female,Metro,Other,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
OH,58,NA,NA,NA,NA,0,14,Male,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
FL,59,40,NA,NA,230.76,0,13,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Non-hourly,Non-union
OK,40,40,NA,14.46,950,1,14,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
FL,48,40,NA,NA,540,2,13,Female,Metro,Black,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
NY,47,40,NA,NA,400,0,9,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
TX,42,25,NA,10,250,2,5.5,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
MS,54,40,NA,NA,769,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
OR,41,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MO,34,40,NA,14.5,580,0,12,Male,Non-metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
CA,41,27,NA,9.38,46.9,0,5.5,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
IL,34,NA,NA,NA,NA,0,12,Male,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
TN,55,40,NA,NA,1346.15,1,15,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NY,58,60,NA,15,1000,0,2.5,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
CA,57,32,NA,14,448,1,12,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
PA,32,NA,NA,NA,NA,3,13,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NJ,41,50,NA,NA,1800,0,12,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
WI,58,45,NA,NA,1442.3,0,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
OR,39,70,NA,NA,1846.15,3,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MI,42,8,NA,16,640,1,16,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
CA,54,30,NA,10,300,0,7.5,Female,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
MT,52,53,NA,29.56,1625.8,2,13,Male,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Union
CA,40,24,NA,20,600,3,9,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
MO,42,NA,NA,NA,NA,1,14,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
IN,55,NA,NA,NA,NA,0,12,Female,Non-metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
NY,46,40,NA,15,600,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NC,55,40,NA,18,720,0,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NE,50,NA,NA,NA,NA,0,18,Female,Non-metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
AL,46,40,NA,26,1040,1,12,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NM,37,NA,NA,NA,NA,2,14,Female,Non-metro,White,Hispanic,Married,Not in LF,NA,NA,NA
PA,48,35,NA,16.5,577.5,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NC,56,32,NA,25.5,1000,0,12,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
PA,57,32,NA,19,750,0,13,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
MS,42,NA,NA,NA,NA,2,12,Male,Non-metro,White,Hispanic,Married,Not in LF,NA,NA,NA
CO,39,40,NA,NA,1346.15,0,13,Male,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
SC,58,40,NA,NA,1000,0,16,Female,Metro,Other,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
WV,43,36,NA,25,750,3,12,Male,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
AZ,56,10,NA,14,140,0,11,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
AR,31,40,NA,20,800,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
VT,56,NA,20,NA,NA,0,12,Male,Metro,White,Non-hispanic,Divorced,Unemployed,NA,NA,NA
NM,58,NA,NA,NA,NA,1,12,Male,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
PA,40,NA,NA,NA,NA,2,11,Female,Non-metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
ID,50,42,NA,NA,800,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
AZ,58,40,NA,NA,1211.53,0,16,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AZ,52,NA,NA,NA,NA,0,12,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
HI,40,35,NA,NA,423,0,10,Female,Metro,Other,Non-hispanic,Never married,Employed,Yes,Non-hourly,Non-union
MS,52,45,NA,36.95,1826.92,0,13,Male,Metro,White,Non-hispanic,Widowed,Employed,Yes,Hourly,Union
GA,35,42,NA,12.3,516.6,0,10,Female,Metro,White,Hispanic,Widowed,Employed,No,Hourly,Non-union
ID,48,57,NA,36.15,1750,0,16,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MI,34,NA,NA,NA,NA,2,12,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NV,54,50,NA,19,950,1,12,Male,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
IN,41,40,NA,NA,576,0,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
LA,35,10,NA,14,140,0,15,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
FL,34,NA,NA,NA,NA,0,12,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
WY,58,54,NA,20,1300,0,14,Female,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
KS,47,24,NA,13.8,1076,0,12,Female,Non-metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
NE,48,40,NA,18,720,0,14,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
SC,53,99,NA,13.55,637.5,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
CT,54,35,NA,12,750,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
WV,35,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
LA,46,45,NA,13,520,0,12,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
DC,30,80,NA,NA,3504.68,0,18,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MI,33,NA,NA,NA,NA,2,11,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
SC,34,40,NA,NA,576,0,14,Male,Metro,Black,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
WY,59,60,NA,NA,1730.76,0,18,Female,Non-metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
WA,32,12,NA,8,520,0,13,Female,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
CA,56,24,NA,NA,766.15,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
FL,57,NA,NA,NA,NA,0,12,Female,Metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
FL,31,60,NA,25.5,1250,0,14,Male,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
OH,45,40,NA,15,1942,0,11,Male,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
CA,32,40,NA,20,800,0,12,Female,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
MI,56,35,NA,11,385,0,14,Female,Metro,Black,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
FL,58,40,NA,NA,1211,0,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
WV,52,NA,NA,NA,NA,0,14,Female,Non-metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
OH,57,NA,NA,NA,NA,0,9,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
GA,56,NA,NA,NA,NA,0,11,Female,Non-metro,Black,Non-hispanic,Divorced,Not in LF,NA,NA,NA
DC,45,44,NA,NA,3527.19,0,18,Female,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
ME,44,30,NA,11,308,3,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
MT,56,40,NA,37.5,1500,0,12,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
LA,43,16,NA,7.25,50,0,14,Male,Non-metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
KS,51,NA,NA,NA,NA,6,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NM,35,40,NA,NA,480.76,0,12,Male,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
AR,35,NA,NA,NA,NA,0,15,Male,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
AR,34,24,NA,8.75,210,4,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
TN,39,60,NA,NA,600,1,11,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AK,45,40,NA,NA,2211,3,15,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
TX,47,40,NA,NA,276,0,14,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
WA,53,21,NA,11.25,393.75,0,11,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
VA,37,48,NA,21.13,1270.24,0,12,Male,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
OK,31,40,NA,15.68,627.2,2,14,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
AL,42,NA,NA,NA,NA,2,7.5,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,38,45,NA,NA,1153.84,3,12,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
MT,54,40,NA,24.38,975.2,0,12,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
SD,33,40,NA,17.53,701.2,0,11,Male,Non-metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
OH,49,NA,NA,NA,NA,1,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,45,40,NA,21,840,1,14,Female,Metro,Black,Non-hispanic,Widowed,Employed,No,Hourly,Non-union
WA,38,40,NA,12.45,498,0,11,Male,Metro,Other,Non-hispanic,Never married,Employed,No,Hourly,Non-union
IL,37,40,NA,35,1592.31,0,12,Male,Metro,White,Non-hispanic,Never married,Employed,Yes,Hourly,Non-union
MI,45,40,NA,NA,1250,1,13,Female,Metro,Other,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
GA,38,45,NA,16,769.23,2,13,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
TX,37,40,NA,22,880,2,13,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MS,30,NA,NA,NA,NA,4,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,41,NA,NA,NA,NA,0,12,Male,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
IA,46,45,NA,21.5,1219.5,0,14,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
OR,40,40,NA,16.5,660,1,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
TX,51,40,NA,NA,808,0,13,Female,Metro,White,Hispanic,Divorced,Employed,No,Non-hourly,Non-union
TN,41,24,NA,34,816,0,14,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
UT,32,NA,NA,NA,NA,3,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
WV,36,45,NA,NA,800,1,11,Male,Non-metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
IN,31,NA,NA,NA,NA,0,15,Male,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
OR,31,40,NA,20,800,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
NM,56,40,NA,NA,184.61,0,12,Female,Non-metro,Other,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NC,48,NA,NA,NA,NA,0,14,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,42,NA,NA,NA,NA,0,12,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
DE,55,40,NA,16.25,650,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
NC,57,15,NA,2.13,136.95,0,14,Female,Metro,Black,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
FL,42,NA,NA,NA,NA,0,14,Male,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
CA,34,42,NA,14,700,4,5.5,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
IA,59,NA,NA,NA,NA,0,12,Male,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
OH,38,59,NA,NA,2020,0,18,Male,Non-metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
TX,33,33,NA,9.5,294.5,4,14,Female,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
FL,35,35,NA,10.5,360,0,12,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
NH,55,NA,NA,NA,NA,0,13,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
LA,42,NA,NA,NA,NA,2,14,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
WV,49,NA,NA,NA,NA,0,13,Male,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
NY,53,25,NA,14,470,0,7.5,Male,Metro,Black,Hispanic,Divorced,Employed,No,Hourly,Non-union
MO,30,37,NA,12,480,2,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
SD,46,40,NA,20.75,980,1,12,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
GA,58,NA,NA,NA,NA,0,12,Male,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
WV,47,40,NA,12.65,500,0,14,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
SC,48,NA,NA,NA,NA,0,12,Female,Non-metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
TX,56,NA,NA,NA,NA,0,14,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,49,32,NA,22,961,1,14,Female,Metro,White,Non-hispanic,Never married,Employed,Yes,Hourly,Non-union
IN,47,36,NA,11.75,423,0,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MD,31,48,NA,14.5,1923.07,1,12,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
ID,32,NA,NA,NA,NA,3,16,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
WA,33,40,NA,NA,1634,1,13,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
MO,33,NA,NA,NA,NA,6,7.5,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
PA,57,80,NA,NA,2115.38,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MA,39,NA,NA,NA,NA,2,11,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
WA,54,40,NA,NA,1500,0,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Union
AZ,31,24,NA,11,440,1,18,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
OH,36,NA,NA,NA,NA,2,12,Female,Metro,Black,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,36,66,NA,16,600,3,14,Male,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
AR,54,40,NA,11,440,0,9,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AZ,39,60,NA,NA,1346.15,0,12,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
VA,57,32,NA,NA,876,0,12,Female,Metro,White,Non-hispanic,Widowed,Employed,No,Non-hourly,Non-union
KS,50,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
UT,59,NA,4,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Unemployed,NA,NA,NA
MT,51,50,NA,NA,884.61,0,12,Female,Non-metro,White,Non-hispanic,Widowed,Employed,No,Non-hourly,Non-union
NM,54,NA,NA,NA,NA,0,12,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
IL,56,42,NA,29,1220,0,12,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
CA,37,40,NA,29,1588.4,0,12,Male,Metro,Other,Non-hispanic,Never married,Employed,Yes,Hourly,Union
TX,42,30,NA,NA,1923.07,1,18,Female,Non-metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
UT,52,36,NA,11,396,1,12,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
CT,40,NA,NA,NA,NA,0,13,Male,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
VA,41,NA,10,NA,NA,0,12,Male,Metro,Black,Non-hispanic,Divorced,Unemployed,NA,NA,NA
PA,52,79,NA,27,1100,0,14,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
AZ,48,70,NA,16,480,0,9,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
CA,52,15,NA,17,340,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
GA,48,NA,NA,NA,NA,0,15,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
GA,49,42,NA,17,714,0,10,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
FL,30,40,NA,17.5,700,0,13,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
CA,54,40,NA,20,800,0,15,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
IL,39,40,NA,18.25,730,0,13,Male,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
GA,33,40,NA,NA,1346.15,2,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NH,52,NA,NA,NA,NA,0,12,Male,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
IL,38,40,NA,26,1040,3,13,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
KS,52,15,NA,11,165,0,12,Female,Non-metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
MI,31,42,NA,14.25,909,0,11,Male,Metro,Black,Non-hispanic,Never married,Employed,Yes,Hourly,Non-union
NE,53,40,NA,13,620,2,12,Female,Non-metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
MD,57,60,NA,NA,1153,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
PA,37,40,NA,40,1600,3,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
IL,32,NA,NA,NA,NA,0,12,Male,Non-metro,Other,Non-hispanic,Never married,Not in LF,NA,NA,NA
CA,46,NA,NA,NA,NA,0,12,Male,Metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
FL,40,40,NA,NA,2307.69,0,12,Male,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
IL,40,42,NA,NA,1538.46,2,14,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
CA,30,NA,NA,NA,NA,3,11,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
IA,44,60,NA,NA,500,0,14,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
CA,41,NA,NA,NA,NA,4,9,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
AL,57,40,NA,NA,1833,0,18,Female,Metro,Black,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
TX,31,40,NA,16.5,660,2,12,Female,Metro,Black,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
GA,52,NA,NA,NA,NA,0,11,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
SD,54,NA,NA,NA,NA,0,9,Male,Non-metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
CA,44,50,NA,21,3317.24,0,14,Male,Metro,White,Hispanic,Divorced,Employed,No,Hourly,Non-union
NM,31,60,NA,14.5,580,1,13,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
TX,47,NA,NA,NA,NA,1,15,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
TX,48,40,NA,18.5,1000,2,16,Male,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
AL,57,NA,NA,NA,NA,0,11,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NM,54,NA,NA,NA,NA,0,13,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
ND,59,NA,NA,NA,NA,0,12,Male,Metro,Other,Non-hispanic,Never married,Not in LF,NA,NA,NA
IN,56,35,NA,25,1000,0,7.5,Female,Metro,Other,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
NC,38,40,NA,27,1080,2,18,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
AL,45,NA,NA,NA,NA,2,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
PA,47,42,NA,25.6,1024,1,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
KY,55,45,NA,NA,1519.23,0,15,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,52,23,NA,12.6,289.8,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
AZ,48,NA,7,NA,NA,0,14,Male,Metro,White,Non-hispanic,Married,Unemployed,NA,NA,NA
TN,39,40,NA,NA,865.38,2,5.5,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
NY,36,50,NA,14.3,2500,0,12,Male,Metro,Black,Non-hispanic,Never married,Employed,Yes,Hourly,Non-union
NV,45,NA,NA,NA,NA,2,11,Male,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
NC,36,16,NA,NA,145.83,2,12,Female,Metro,Other,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
UT,53,40,NA,14,600,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
DC,49,32,NA,34.53,1381.2,2,14,Male,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
IN,57,50,NA,NA,1000,0,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
